stimul,time
at_vk_doubled,3.9324480423383648
at_vt_doubled,4.3172239857085515
ak_vp_doubled,44.697917774668895
ak_vk_doubled,3.217135624567163
ak_vt_doubled,5.87680571184319
ab_vb,2.35468570242
ab_vg,8.24705315381
ab_vd,11.0131025371
ad_vb,2.29951042187
ad_vg,2.68395057006
ad_vd,2.53315079509
ag_vb,5.66653634887
ag_vg,2.62154451787
ag_vd,4.549205077
ab_vb_doubled,3.65832399493
ab_vd_doubled,1.76793323748
ab_vg_doubled,4.16603669361
ad_vb_doubled,4.26501601603
ad_vd_doubled,4.65701444101
ad_vg_doubled,3.33360780939
ag_vb_doubled,10.479323324
ag_vd_doubled,4.33066819442
ag_vg_doubled,3.47547723839
ap_vt,17.7121379366
ap_vk,7.31392764469
ap_vp,7.36526943592
at_vp,6.93941342062
at_vk,5.38322996552
at_vt,4.42515481848
ak_vp,4.53218460837
ak_vk,5.71654012779
ak_vt,4.95012731644
ap_vp_doubled,5.198269073225674
ap_vk_doubled,25.041093532185187
ap_at_doubled,5.0185866321844514
at_vp_doubled,10.99516766225861
at_vk_doubled,5.31753329638741
at_vt_doubled,5.381793404725613]
ak_vp_doubled,11.761962345277425
ak_vk_doubled,4.368326027441071
ak_vt_doubled,8.080563999785227
ab_vb,3.61896786437
ab_vg,6.75088990881
ab_vd,4.81605269568
ad_vb,5.21442860621
ad_vg,2.90882481646
ad_vd,3.100809992
ag_vb,6.59231631958
ag_vg,24.7062787675
ag_vd,3.66557296133
ab_vb_doubled,4.96160865657
ab_vd_doubled,1.40288167173
ab_vg_doubled,0.884153231338
ad_vb_doubled,2.00239937147
ad_vd_doubled,0.849714809272
ad_vg_doubled,0.915528874088
ag_vb_doubled,1.35393645283
ag_vd_doubled,20.272221595
ag_vg_doubled,0.87060422363
ap_vt,6.51238314551
ap_vk,3.92644011276
ap_vp,27.8219935077
at_vp,0.834364056936
at_vk,3.36883047083
at_vt,5.86427619035
ak_vp,5.26752875466
ak_vk,6.71467773401
ak_vt,0.699568644981
ap_vp_doubled,8.47369228888
ap_vk_doubled,2.95002981136
ap_at_doubled,3.18381900818
at_vp_doubled,3.68272125954
at_vk_doubled,1.5361459273
at_vt_doubled,2.73512440996
ak_vp_doubled,5.18839661524
ak_vk_doubled,2.41879739377
ak_vt_doubled,2.787263037
ab_vb,2.17582312482
ab_vg,1.5527619131
ab_vd,1.46739178104
ad_vb,0.992611540714
ad_vg,1.21916110168
ad_vd,18.178483754
ag_vb,1.16787156201
ag_vg,1.4455067885
ag_vd,1.40152033285
ab_vb_doubled,3.93558926194
ab_vd_doubled,6.70125655597
ab_vg_doubled,8.67813992023
ad_vb_doubled,6.23314398376
ad_vd_doubled,6.11763778311
ad_vg_doubled,5.08289238333
ag_vb_doubled,4.56801889266
ag_vd_doubled,5.30194804893
ag_vg_doubled,10.8976187299
